iter	Logloss
353	0.1993390959
354	0.1992659963
355	0.1991607279
356	0.1990231509
357	0.1989265498
358	0.1988205938
359	0.1986491725
360	0.1985253041
361	0.198404989
362	0.1982734963
363	0.198197782
364	0.1980797591
365	0.1979376984
366	0.1978806676
367	0.1978084043
368	0.1977104486
369	0.1975696204
370	0.1974575194
371	0.197391776
372	0.1972352956
373	0.1971067278
374	0.1969781017
375	0.1968821452
376	0.1968048823
377	0.1966934992
378	0.1966112705
379	0.1965094272
380	0.1964521727
381	0.1963608883
382	0.1962420536
383	0.1961868585
384	0.196091681
385	0.1959362661
386	0.1958624717
387	0.1957020143
388	0.1955902723
389	0.1953915577
390	0.1952488297
391	0.1951778848
392	0.1950673683
393	0.1949613475
394	0.1948305829
395	0.1947171099
396	0.1946153723
397	0.1945416852
398	0.1944367247
399	0.1943317678
400	0.1941777158
401	0.1940657936
402	0.1939596335
403	0.193896167
404	0.1938063879
405	0.1936937439
406	0.193595619
407	0.1935077255
408	0.1933896106
409	0.1932480783
410	0.1931548269
411	0.1931102917
412	0.1930195273
413	0.1929575569
414	0.192791029
415	0.1927471818
416	0.1926473668
417	0.1924891627
418	0.1923612632
419	0.1922369447
420	0.1921645094
421	0.1920579355
422	0.1919742601
423	0.1919062441
424	0.1918150582
425	0.1917044111
426	0.1916323974
427	0.1915426206
428	0.1914418061
429	0.1913411855
430	0.1912668184
431	0.1911556382
432	0.1910833485
433	0.1909910238
434	0.1909105372
435	0.1908170414
436	0.1906832276
437	0.1905624355
438	0.1903873753
439	0.1903435142
440	0.1902576108
441	0.1901466021
442	0.1900847457
443	0.190013653
444	0.1899120472
445	0.189826075
446	0.1897968962
447	0.1897069161
448	0.1896064793
449	0.1895768354
450	0.1894814023
451	0.189387053
452	0.189326202
453	0.1892194625
454	0.1891417948
455	0.1890640565
456	0.1889458243
457	0.1889127162
458	0.1888123387
459	0.1887271448
460	0.1886160816
461	0.1885771991
462	0.1885002441
463	0.1884267531
464	0.1883758006
465	0.1883187435
466	0.1882062401
467	0.1881803564
468	0.1881507092
469	0.1880641033
470	0.1880429465
471	0.187935659
472	0.1878235412
473	0.1877243329
474	0.1876439489
475	0.1876125025
476	0.1875848121
477	0.187501052
478	0.1874036515
479	0.1873062968
480	0.1872387391
481	0.187164455
482	0.1871365533
483	0.1869396735
484	0.1869128651
485	0.18677867
486	0.1866586971
487	0.1865951367
488	0.1865292612
489	0.1864665885
490	0.1863462547
491	0.1863198729
492	0.1862948626
493	0.1862024329
494	0.186180949
495	0.1861083541
496	0.186034842
497	0.1859568848
498	0.1857800626
499	0.1857260896
500	0.1856913975
501	0.1856185753
502	0.1855607708
503	0.1854720261
504	0.185414008
505	0.1853570951
506	0.1852833541
507	0.1852139289
508	0.1851942074
509	0.1851301707
510	0.1850652796
511	0.184973911
512	0.1849547474
513	0.1849040923
514	0.1848739251
515	0.1848426324
516	0.1847669041
517	0.1846657507
518	0.184617248
519	0.1845931803
520	0.1845063825
521	0.184439576
522	0.1843810448
523	0.1843516183
524	0.1842888439
525	0.1842284759
526	0.1842051821
527	0.1841395128
528	0.1840649119
529	0.184005948
530	0.1839050148
531	0.1838279624
532	0.1837332986
533	0.1836201826
534	0.1835440722
535	0.183471261
536	0.183368334
537	0.18328445
538	0.1832674169
539	0.1832179611
540	0.1831548245
541	0.1831021489
542	0.1830525508
543	0.1829945911
544	0.1829352923
545	0.182886322
546	0.182735304
547	0.1826344345
548	0.1825581791
549	0.1825143453
550	0.1824341342
551	0.1823655358
552	0.1823087476
553	0.1822347144
554	0.182164576
555	0.182041645
556	0.1819774289
557	0.1819105171
558	0.1818453987
559	0.1817582201
560	0.1816712766
561	0.1816213337
562	0.1815571509
563	0.1815080126
564	0.1814139443
565	0.1812474285
566	0.1811661467
567	0.1810258837
568	0.1809383371
569	0.1808510383
570	0.1807288765
571	0.1806306853
572	0.1805252795
573	0.1804458109
574	0.1803856139
575	0.1803256208
576	0.1802747473
577	0.1802181122
578	0.1801211055
579	0.1800464685
580	0.1799913948
581	0.1799387349
582	0.1798746766
583	0.1797510057
584	0.1796998593
585	0.1795989021
586	0.1795205387
587	0.1794789545
588	0.1794183602
589	0.1793235873
590	0.1792702342
591	0.1791795915
592	0.1790307136
593	0.1789094161
594	0.178844236
595	0.1787834729
596	0.178727333
597	0.178627638
598	0.1785305385
599	0.1784508663
600	0.1783967518
601	0.1783814043
602	0.1783217179
603	0.1782652921
604	0.1781984824
605	0.1781365961
606	0.1780761864
607	0.1780322199
608	0.1779304869
609	0.177803639
610	0.1777354849
611	0.1776684824
612	0.177622476
613	0.1775231405
614	0.1774334207
615	0.1773728033
616	0.177324864
617	0.1771672075
618	0.1770725346
619	0.1769183993
620	0.1768438879
621	0.1767730563
622	0.1767305029
623	0.1766484166
624	0.1765901667
625	0.1765119999
626	0.1763646063
627	0.1762717241
628	0.1762141963
629	0.1761205152
630	0.1760773937
631	0.1759922691
632	0.1759403456
633	0.1757960127
634	0.1757079531
635	0.1756621677
636	0.1755829707
637	0.1755278701
638	0.1754867522
639	0.1754205269
640	0.1753892985
641	0.1753163493
642	0.1752372017
643	0.1751876641
644	0.1751215256
645	0.1750422208
646	0.1749831155
647	0.1748956509
648	0.1748268313
649	0.1748014966
650	0.174754324
651	0.1746718953
652	0.1745914393
653	0.1745367291
654	0.1744264061
655	0.1743994642
656	0.1742959229
657	0.1742362139
658	0.1741714789
659	0.1740984024
660	0.1740545182
661	0.173997341
662	0.1739377366
663	0.1739080231
664	0.1738651993
665	0.1737292057
666	0.1736577567
667	0.1735878044
668	0.1735216286
669	0.173492318
670	0.1734421998
671	0.1733681962
672	0.1732965925
673	0.1731535581
674	0.173124056
675	0.173053213
676	0.1730083742
677	0.1729461315
678	0.1729137001
679	0.1728650059
680	0.172810815
681	0.172775808
682	0.1727046678
683	0.1726794104
684	0.1726096992
685	0.1725500086
686	0.1724855423
687	0.1724381126
688	0.1723853112
689	0.1723041506
690	0.1722622588
691	0.1722168442
692	0.1721865867
693	0.1721527027
694	0.1719817105
695	0.1719062928
696	0.1718262663
697	0.1717651188
698	0.1717173882
699	0.1716535501
700	0.1715945212
701	0.1715390958
702	0.1714832376
703	0.17142898
704	0.1713649504
705	0.1712917662
706	0.1712677804
707	0.1711333517
708	0.1709968629
709	0.1709400129
710	0.1708480576
711	0.1707792544
712	0.170617947
713	0.1705802051
714	0.1705274853
715	0.170477424
716	0.1703730549
717	0.1703279804
718	0.170295054
719	0.1702115714
720	0.1701841523
721	0.1700310038
722	0.169966847
723	0.1699383153
724	0.1698869748
725	0.1698106676
726	0.169738198
727	0.1697057269
728	0.1696365556
729	0.1696134306
730	0.1695440476
731	0.1694519411
732	0.1693848237
733	0.1692452626
734	0.1692073657
735	0.1690621014
736	0.1689355217
737	0.1688642284
738	0.1687352327
739	0.1686871726
740	0.1686648136
741	0.1686002279
742	0.1685512003
743	0.1684127311
744	0.1683140391
745	0.1682703143
746	0.1682058377
747	0.1680739195
748	0.1680505089
749	0.1679868843
750	0.1679321993
751	0.1678118574
752	0.1677674311
753	0.1677100615
754	0.1676624563
755	0.1676429878
756	0.1675349775
757	0.1674552369
758	0.1673951254
759	0.1673442729
760	0.1672935176
761	0.1671950237
762	0.1671534411
763	0.1670840698
764	0.167007916
765	0.1669156837
766	0.1667923634
767	0.1667497393
768	0.1666389437
769	0.1666161678
770	0.1665907526
771	0.1665298837
772	0.1664535383
773	0.1663676444
774	0.1663068234
775	0.1662209008
776	0.1661708804
777	0.1661453824
778	0.1661141164
779	0.1660650854
780	0.1660255521
781	0.1659683068
782	0.1659125905
783	0.1657876465
784	0.1657364742
785	0.1656449183
786	0.1655239203
787	0.1654591279
788	0.1654088102
789	0.1653461874
790	0.1652589711
791	0.1652042576
792	0.1651724078
793	0.1651175616
794	0.1650379618
795	0.1649966806
796	0.1648992979
797	0.1648658302
798	0.1647536103
799	0.1646901686
800	0.1646434915
801	0.1645388669
802	0.1644787391
803	0.1644096762
804	0.164340821
805	0.1642582891
806	0.1642345258
807	0.1641964094
808	0.1641230236
809	0.1640669735
810	0.164005028
811	0.1639733576
812	0.1639193623
813	0.1638565708
814	0.1638119779
815	0.1637773688
816	0.1637195987
817	0.1636412901
818	0.1635605718
819	0.1635018745
820	0.1634278425
821	0.1633917991
822	0.1633018675
823	0.1632405845
824	0.1632205141
825	0.1631591379
826	0.1630915723
827	0.1630610802
828	0.1629759372
829	0.1629153599
830	0.1628735306
831	0.1628285508
832	0.1627807861
833	0.1627199097
834	0.1626766177
835	0.1626535113
836	0.1625853663
837	0.1625513442
838	0.1624928738
839	0.1624291973
840	0.1623953038
841	0.1622931695
842	0.1622361187
843	0.1621646723
844	0.1621430801
845	0.1620723223
846	0.1619832939
847	0.1619181472
848	0.1618953752
849	0.1618366029
850	0.1618148152
851	0.1617908315
852	0.16173319
853	0.1616540741
854	0.1616218441
855	0.161598955
856	0.1615702986
857	0.1615307245
858	0.1615031956
859	0.1613865456
860	0.1613605448
861	0.1613038974
862	0.161258556
863	0.1612257977
864	0.161170455
865	0.161108399
866	0.1610286014
867	0.1609969112
868	0.1609396736
869	0.1608998912
870	0.1608445527
871	0.1608023071
872	0.1607498606
873	0.1607284637
874	0.1606694449
875	0.160618946
876	0.1605708831
877	0.1605164932
878	0.1604608521
879	0.1604235495
880	0.160365057
881	0.1602948108
882	0.1602314785
883	0.1601911025
884	0.1601172942
885	0.1600699577
886	0.1600396322
887	0.1599774141
888	0.1599221202
889	0.1598839496
890	0.1598357279
891	0.1598157566
892	0.159755152
893	0.1597031167
894	0.1596477953
895	0.1595912262
896	0.1595022492
897	0.1594599711
898	0.1594259847
899	0.1593895502
900	0.1593283543
901	0.1592788495
902	0.1592489923
903	0.1592187429
904	0.1591272636
905	0.1590744963
906	0.1590516764
907	0.1589599914
908	0.1589075323
909	0.1588598641
910	0.158807443
911	0.1587720212
912	0.1587431798
913	0.1586920736
914	0.1586626384
915	0.15859494
916	0.1585316031
917	0.158468352
918	0.1583926625
919	0.1583330322
920	0.158274792
921	0.1582353755
922	0.1582158476
923	0.1582001326
924	0.158180855
925	0.1581573054
926	0.1581172766
927	0.1580687876
928	0.1580164972
929	0.1579987957
930	0.1579188703
931	0.1578793094
932	0.1578515068
933	0.1578334751
934	0.1577618009
935	0.1576814695
936	0.1575783528
937	0.1575649194
938	0.1575383665
939	0.1574888167
940	0.1574381634
941	0.1573538316
942	0.1573028104
943	0.1572501715
944	0.1572373107
945	0.1572195429
946	0.1571551386
947	0.1571288515
948	0.1571120709
949	0.1570971469
950	0.1570248301
951	0.1569634244
952	0.1569331308
953	0.1568697008
954	0.1568486325
955	0.1568091391
956	0.1567895663
957	0.1567531808
958	0.1567080699
959	0.15663959
960	0.1566108071
961	0.1565840742
962	0.15653341
963	0.156518169
964	0.1564586993
965	0.1563987905
966	0.1563589738
967	0.1562782895
968	0.1561855851
969	0.1561579985
970	0.1561095563
971	0.156077197
972	0.155998343
973	0.1559569112
974	0.1559354226
975	0.1558623906
976	0.1558368367
977	0.1558105195
978	0.1557608777
979	0.155717168
980	0.1556809137
981	0.1556374742
982	0.1555926509
983	0.1555182232
984	0.1554973964
985	0.1554366393
986	0.1553310086
987	0.1552608065
988	0.1552308016
989	0.1552047924
990	0.1551589347
991	0.1551385234
992	0.1551104023
993	0.1550536917
994	0.1549778447
995	0.1549251979
996	0.1549091104
997	0.1548875873
998	0.1548465254
999	0.1547993369
